datum,plats,latitud,longitud,temperatur_c,luftfuktighet_procent,vindhastighet_ms,vindriktning_grader,nederbord_mm,lufttryck_hpa,sikt_km,molnighet_procent
2024-10-21,Lemland,60.05,20.0167,7.6,58,8.5,257,0.2,1001.4,11,76
2024-10-21,Lumparland,60.1167,20.25,7.7,56,8.5,65,0.1,1001.5,15,84
2024-10-22,Mariehamn,60.0972,19.9348,4.6,59,8.1,209,0.4,1017.4,15,74
2024-10-22,Jomala,60.1,19.95,5.8,62,9.1,210,0.3,1016.5,10,59
2024-10-22,Finström,60.2167,19.95,7.3,54,7.2,263,0.3,1017.5,14,62
2024-10-22,Sund,60.25,20.2,6.5,55,5.5,272,0.2,1019.9,13,77
2024-10-22,Hammarland,60.2167,19.75,6.4,53,5.9,126,0.2,1017.1,11,66
2024-10-22,Saltvik,60.2833,20.05,6.2,59,7.7,44,0.3,1016.4,12,74
2024-10-22,Geta,60.3833,19.85,7.4,59,9.2,26,0.3,1017.8,5,75
2024-10-22,Eckerö,60.2167,19.6167,4.1,61,8.0,211,0.3,1018.5,5,74
2024-10-22,Lemland,60.05,20.0167,3.9,56,6.9,279,0.3,1016.5,13,62
2024-10-22,Lumparland,60.1167,20.25,5.4,63,8.2,129,0.3,1018.9,6,64
2024-10-23,Mariehamn,60.0972,19.9348,11.7,81,8.0,31,0.2,1012.4,10,52
2024-10-23,Jomala,60.1,19.95,11.4,74,9.5,27,0.3,1013.5,8,55
2024-10-23,Finström,60.2167,19.95,9.9,80,4.4,187,0.2,1014.4,7,65
2024-10-23,Sund,60.25,20.2,11.5,76,3.0,220,0.2,1013.6,5,60
2024-10-23,Hammarland,60.2167,19.75,9.2,74,5.8,319,0.3,1010.9,14,60
2024-10-23,Saltvik,60.2833,20.05,11.0,75,4.0,228,0.2,1011.6,11,47
2024-10-23,Geta,60.3833,19.85,11.2,73,7.5,96,0.3,1010.9,13,50
2024-10-23,Eckerö,60.2167,19.6167,10.2,78,6.8,264,0.2,1012.5,7,56
2024-10-23,Lemland,60.05,20.0167,10.0,81,4.1,203,0.3,1011.4,13,55
2024-10-23,Lumparland,60.1167,20.25,10.5,74,3.0,172,0.2,1013.5,14,60
2024-10-24,Mariehamn,60.0972,19.9348,6.0,62,7.3,30,0,1001.6,15,61
2024-10-24,Jomala,60.1,19.95,6.2,66,7.3,237,0,1001.1,12,74
2024-10-24,Finström,60.2167,19.95,7.1,67,8.8,303,0,1002.1,7,64
2024-10-24,Sund,60.25,20.2,6.8,62,7.3,274,0,1001.5,11,60
2024-10-24,Hammarland,60.2167,19.75,6.0,63,3.7,107,0,999.7,5,77
2024-10-24,Saltvik,60.2833,20.05,6.4,63,2.2,190,0,1001.7,12,69
2024-10-24,Geta,60.3833,19.85,5.8,62,3.4,127,0,1003.1,12,66
2024-10-24,Eckerö,60.2167,19.6167,5.0,65,5.1,286,0,1002.4,8,60
2024-10-24,Lemland,60.05,20.0167,7.2,65,7.9,327,0,999.5,9,67
2024-10-24,Lumparland,60.1167,20.25,8.2,69,4.6,188,0,1000.8,5,70
2024-10-25,Mariehamn,60.0972,19.9348,4.6,58,7.2,245,0.3,1024.8,11,39
2024-10-25,Jomala,60.1,19.95,4.0,60,5.0,98,0.2,1024.9,9,47
2024-10-25,Finström,60.2167,19.95,5.7,59,9.4,125,0.2,1026.0,13,47
2024-10-25,Sund,60.25,20.2,3.4,55,3.1,209,0.3,1024.4,11,51
2024-10-25,Hammarland,60.2167,19.75,6.9,61,9.6,357,0.3,1025.5,8,52
2024-10-25,Saltvik,60.2833,20.05,6.1,60,4.7,265,0.3,1026.8,15,47
2024-10-25,Geta,60.3833,19.85,5.8,59,6.4,32,0.3,1023.4,14,50
2024-10-25,Eckerö,60.2167,19.6167,4.5,63,5.7,181,0.3,1023.9,10,40
2024-10-25,Lemland,60.05,20.0167,3.5,61,5.1,217,0.3,1023.2,11,40
2024-10-25,Lumparland,60.1167,20.25,4.2,58,5.4,16,0.3,1024.9,13,33
2024-10-26,Mariehamn,60.0972,19.9348,2.0,95,8.4,58,3.6,1019.5,7,79
2024-10-26,Jomala,60.1,19.95,3.1,90,6.9,230,3.6,1022.3,7,77
2024-10-26,Finström,60.2167,19.95,2.5,95,4.8,121,3.8,1020.7,5,61
2024-10-26,Sund,60.25,20.2,3.2,95,4.4,323,3.8,1019.5,7,76
2024-10-26,Hammarland,60.2167,19.75,4.8,95,8.6,242,3.6,1021.3,8,73
2024-10-26,Saltvik,60.2833,20.05,5.0,95,4.0,256,4.6,1021.2,9,73
2024-10-26,Geta,60.3833,19.85,2.7,95,9.7,172,3.7,1022.8,9,75
2024-10-26,Eckerö,60.2167,19.6167,4.9,93,8.5,10,5.0,1019.5,8,70
2024-10-26,Lemland,60.05,20.0167,3.9,95,7.4,325,3.4,1020.1,5,65
2024-10-26,Lumparland,60.1167,20.25,2.2,90,7.1,266,3.4,1023.1,7,71
2024-10-27,Mariehamn,60.0972,19.9348,2.9,78,9.3,130,0.2,998.2,11,66
2024-10-27,Jomala,60.1,19.95,3.5,73,3.8,62,0.2,999.6,11,74
2024-10-27,Finström,60.2167,19.95,4.9,70,4.5,68,0.2,999.1,7,63
2024-10-27,Sund,60.25,20.2,3.0,79,7.3,107,0.2,1000.6,14,63
2024-10-27,Hammarland,60.2167,19.75,4.2,74,8.5,259,0.2,1000.7,5,72
2024-10-27,Saltvik,60.2833,20.05,3.9,70,4.8,212,0.2,1001.6,12,62
2024-10-27,Geta,60.3833,19.85,3.8,73,9.7,107,0.2,1001.6,6,70
2024-10-27,Eckerö,60.2167,19.6167,2.3,78,8.3,162,0.2,999.3,8,76
2024-10-27,Lemland,60.05,20.0167,3.3,72,5.8,137,0.2,999.9,12,57
2024-10-27,Lumparland,60.1167,20.25,3.3,72,2.8,358,0.2,1001.7,6,58
2024-10-28,Mariehamn,60.0972,19.9348,8.2,85,10.0,244,0.4,1001.7,15,22
2024-10-28,Jomala,60.1,19.95,7.9,90,8.0,209,0.5,999.9,8,32
2024-10-28,Finström,60.2167,19.95,7.8,90,8.8,349,0.4,1003.5,14,20
2024-10-28,Sund,60.25,20.2,9.7,92,5.3,154,0.5,1002.8,8,27
2024-10-28,Hammarland,60.2167,19.75,9.5,87,2.9,16,0.5,1000.5,15,20
2024-10-28,Saltvik,60.2833,20.05,7.3,83,3.6,223,0.6,999.8,12,27
2024-10-28,Geta,60.3833,19.85,9.7,90,8.0,200,0.5,999.9,7,19
2024-10-28,Eckerö,60.2167,19.6167,9.8,83,3.4,315,0.4,1000.9,9,21
2024-10-28,Lemland,60.05,20.0167,7.7,89,5.4,78,0.6,1000.6,14,24
2024-10-28,Lumparland,60.1167,20.25,7.6,87,5.1,350,0.4,1003.0,12,19
2024-10-29,Mariehamn,60.0972,19.9348,6.8,90,5.1,198,0.1,1021.2,5,47
2024-10-29,Jomala,60.1,19.95,7.0,83,4.4,217,0.1,1021.4,10,56
2024-10-29,Finström,60.2167,19.95,6.0,89,8.4,265,0.1,1021.6,9,52
2024-10-29,Sund,60.25,20.2,5.8,91,6.0,113,0.1,1019.6,7,44
2024-10-29,Hammarland,60.2167,19.75,7.1,87,7.3,215,0.1,1022.1,5,50
2024-10-29,Saltvik,60.2833,20.05,6.8,86,7.2,316,0.1,1018.7,12,57
2024-10-29,Geta,60.3833,19.85,7.7,88,3.6,243,0.2,1018.6,12,51
2024-10-29,Eckerö,60.2167,19.6167,5.8,85,2.5,231,0.1,1019.0,6,48
2024-10-29,Lemland,60.05,20.0167,6.8,90,2.3,156,0.1,1021.6,5,44
2024-10-29,Lumparland,60.1167,20.25,8.8,86,3.9,121,0.1,1020.2,13,51
2024-10-30,Mariehamn,60.0972,19.9348,10.2,82,6.4,214,0.1,1014.9,9,52
2024-10-30,Jomala,60.1,19.95,7.3,73,8.8,269,0.1,1013.3,5,53
2024-10-30,Finström,60.2167,19.95,7.6,78,6.7,308,0.1,1013.7,5,54
2024-10-30,Sund,60.25,20.2,8.3,75,4.5,10,0.1,1015.5,12,56
2024-10-30,Hammarland,60.2167,19.75,8.4,74,5.3,194,0.1,1014.0,7,42
2024-10-30,Saltvik,60.2833,20.05,8.4,82,7.8,7,0.1,1013.3,8,48
2024-10-30,Geta,60.3833,19.85,10.4,77,6.5,252,0.1,1013.5,12,56
2024-10-30,Eckerö,60.2167,19.6167,8.1,73,5.5,240,0.1,1015.4,10,53
2024-10-30,Lemland,60.05,20.0167,8.8,74,6.9,5,0.1,1012.9,15,55
2024-10-30,Lumparland,60.1167,20.25,7.3,74,3.0,198,0.1,1012.3,9,47
2024-10-31,Mariehamn,60.0972,19.9348,6.8,95,6.5,100,3.5,1014.8,5,90
2024-10-31,Jomala,60.1,19.95,3.9,95,6.7,104,3.6,1013.9,5,88
2024-10-31,Finström,60.2167,19.95,7.6,95,8.1,114,3.5,1013.4,9,87
2024-10-31,Sund,60.25,20.2,5.9,95,5.5,125,2.8,1013.6,6,86
2024-10-31,Hammarland,60.2167,19.75,7.4,95,9.3,17,2.8,1014.3,6,91
2024-10-31,Saltvik,60.2833,20.05,4.2,95,4.6,38,3.7,1016.5,10,96
2024-10-31,Geta,60.3833,19.85,6.1,95,7.9,228,3.1,1015.5,5,87
2024-10-31,Eckerö,60.2167,19.6167,7.5,95,5.0,106,3.3,1015.0,9,99
2024-10-31,Lemland,60.05,20.0167,7.3,95,3.5,184,3.2,1015.2,5,86
2024-10-31,Lumparland,60.1167,20.25,6.2,95,2.8,164,2.7,1016.2,5,87
2024-11-01,Mariehamn,60.0972,19.9348,7.5,56,5.3,116,0.2,1010.7,7,79
2024-11-01,Jomala,60.1,19.95,7.9,58,10.0,165,0.2,1011.0,9,81
2024-11-01,Finström,60.2167,19.95,8.9,64,6.4,121,0.2,1011.7,11,76
2024-11-01,Sund,60.25,20.2,8.1,58,6.9,211,0.2,1012.8,13,74
2024-11-01,Hammarland,60.2167,19.75,7.8,57,7.7,11,0.2,1013.0,10,70
2024-11-01,Saltvik,60.2833,20.05,11.1,60,4.3,183,0.2,1011.4,8,82
2024-11-01,Geta,60.3833,19.85,10.2,58,7.1,116,0.2,1012.0,15,66
2024-11-01,Eckerö,60.2167,19.6167,8.1,65,6.3,13,0.2,1011.7,12,78
2024-11-01,Lemland,60.05,20.0167,9.0,65,4.7,292,0.2,1012.5,14,64
2024-11-01,Lumparland,60.1167,20.25,10.0,60,7.8,173,0.2,1014.0,10,79
2024-11-02,Mariehamn,60.0972,19.9348,5.5,88,8.5,145,1.1,1014.2,5,89
2024-11-02,Jomala,60.1,19.95,4.7,92,7.5,62,1.3,1017.0,9,92
2024-11-02,Finström,60.2167,19.95,4.8,91,6.3,136,1.2,1016.2,7,95
2024-11-02,Sund,60.25,20.2,5.3,94,5.6,182,1.3,1015.9,5,95
2024-11-02,Hammarland,60.2167,19.75,5.9,87,2.5,0,1.3,1015.4,5,90
2024-11-02,Saltvik,60.2833,20.05,6.1,94,3.3,307,1.2,1015.2,5,94
2024-11-02,Geta,60.3833,19.85,6.9,93,2.0,231,1.1,1015.9,6,84
2024-11-02,Eckerö,60.2167,19.6167,5.5,95,6.6,30,1.3,1015.0,5,87
2024-11-02,Lemland,60.05,20.0167,7.9,93,3.9,150,1.0,1016.8,5,97
2024-11-02,Lumparland,60.1167,20.25,5.6,92,7.2,108,1.2,1016.3,5,89
2024-11-03,Mariehamn,60.0972,19.9348,3.3,75,9.1,348,0.4,1015.6,10,24
2024-11-03,Jomala,60.1,19.95,2.4,75,7.7,216,0.3,1017.3,7,31
2024-11-03,Finström,60.2167,19.95,1.2,75,7.6,11,0.3,1015.7,14,32
2024-11-03,Sund,60.25,20.2,3.1,78,9.2,232,0.3,1015.0,14,19
2024-11-03,Hammarland,60.2167,19.75,3.6,77,8.6,169,0.3,1016.7,16,26
2024-11-03,Saltvik,60.2833,20.05,4.7,78,9.7,134,0.3,1017.7,12,21
2024-11-03,Geta,60.3833,19.85,2.2,75,4.0,322,0.3,1015.3,12,22
2024-11-03,Eckerö,60.2167,19.6167,2.7,79,8.1,166,0.4,1016.4,12,27
2024-11-03,Lemland,60.05,20.0167,4.9,72,9.1,183,0.4,1014.6,10,16
2024-11-03,Lumparland,60.1167,20.25,4.9,80,8.2,97,0.3,1014.0,14,17
2024-11-04,Mariehamn,60.0972,19.9348,6.4,89,6.9,213,6.6,1021.5,11,73
2024-11-04,Jomala,60.1,19.95,9.2,88,8.5,179,7.2,1018.7,8,81
2024-11-04,Finström,60.2167,19.95,9.3,90,6.7,70,8.6,1018.9,5,79
2024-11-04,Sund,60.25,20.2,8.4,90,4.5,196,7.5,1017.9,5,83
2024-11-04,Hammarland,60.2167,19.75,6.6,89,3.4,244,8.2,1019.2,5,84
2024-11-04,Saltvik,60.2833,20.05,7.8,88,8.0,175,6.0,1019.2,8,77
2024-11-04,Geta,60.3833,19.85,8.2,89,2.4,309,7.5,1021.0,8,70
2024-11-04,Eckerö,60.2167,19.6167,6.0,88,3.1,196,7.8,1019.6,10,75
2024-11-04,Lemland,60.05,20.0167,6.7,89,7.3,72,7.0,1020.7,7,80
2024-11-04,Lumparland,60.1167,20.25,6.3,93,7.2,27,6.9,1020.2,5,67
2024-11-05,Mariehamn,60.0972,19.9348,3.0,53,8.1,209,0.2,1021.2,16,51
2024-11-05,Jomala,60.1,19.95,2.9,58,3.7,324,0.2,1022.4,10,40
2024-11-05,Finström,60.2167,19.95,4.2,59,6.4,261,0.2,1023.9,14,45
2024-11-05,Sund,60.25,20.2,5.2,59,5.0,280,0.2,1023.9,9,41
2024-11-05,Hammarland,60.2167,19.75,5.2,60,5.3,69,0.2,1023.3,15,41
2024-11-05,Saltvik,60.2833,20.05,4.0,56,4.4,8,0.2,1022.5,13,45
2024-11-05,Geta,60.3833,19.85,4.1,60,5.9,123,0.2,1024.2,16,38
2024-11-05,Eckerö,60.2167,19.6167,3.9,56,3.1,116,0.2,1022.7,8,49
2024-11-05,Lemland,60.05,20.0167,4.9,52,6.5,89,0.2,1020.9,17,45
2024-11-05,Lumparland,60.1167,20.25,3.6,56,2.2,232,0.2,1022.6,13,35
2024-11-06,Mariehamn,60.0972,19.9348,6.8,56,5.8,177,0.3,1006.7,11,30
2024-11-06,Jomala,60.1,19.95,6.3,50,2.5,108,0.5,1007.1,15,38
2024-11-06,Finström,60.2167,19.95,6.3,56,2.7,275,0.4,1005.0,13,47
2024-11-06,Sund,60.25,20.2,6.7,54,3.4,318,0.3,1006.5,11,40
2024-11-06,Hammarland,60.2167,19.75,5.5,54,3.1,262,0.4,1005.9,12,40
2024-11-06,Saltvik,60.2833,20.05,8.8,48,4.7,296,0.3,1003.9,18,42
2024-11-06,Geta,60.3833,19.85,5.6,49,5.5,291,0.4,1004.6,9,34
2024-11-06,Eckerö,60.2167,19.6167,7.7,55,3.9,290,0.4,1006.5,12,34
2024-11-06,Lemland,60.05,20.0167,7.8,55,3.5,323,0.4,1006.2,12,39
2024-11-06,Lumparland,60.1167,20.25,8.1,51,6.0,220,0.4,1003.4,15,42
2024-11-07,Mariehamn,60.0972,19.9348,10.9,53,8.2,270,0.1,1012.9,12,76
2024-11-07,Jomala,60.1,19.95,9.6,52,3.8,73,0.1,1013.4,6,72
2024-11-07,Finström,60.2167,19.95,10.0,45,2.0,137,0.1,1014.2,16,69
2024-11-07,Sund,60.25,20.2,9.9,50,4.5,262,0.1,1012.8,11,59
2024-11-07,Hammarland,60.2167,19.75,11.4,52,9.6,131,0.1,1015.8,16,75
2024-11-07,Saltvik,60.2833,20.05,7.9,55,7.4,266,0.1,1014.2,13,73
2024-11-07,Geta,60.3833,19.85,10.1,51,5.0,84,0.1,1014.3,16,75
2024-11-07,Eckerö,60.2167,19.6167,8.3,50,4.3,211,0.1,1013.9,14,63
2024-11-07,Lemland,60.05,20.0167,11.3,54,6.1,70,0.1,1014.3,7,73
2024-11-07,Lumparland,60.1167,20.25,11.3,47,8.6,166,0.1,1013.5,15,58
2024-11-08,Mariehamn,60.0972,19.9348,0.6,50,6.0,339,0.3,1017.2,13,27
2024-11-08,Jomala,60.1,19.95,0.5,56,7.5,171,0.5,1016.7,13,41
2024-11-08,Finström,60.2167,19.95,2.1,51,2.4,76,0.4,1019.5,11,44
2024-11-08,Sund,60.25,20.2,0.9,55,7.3,83,0.5,1018.4,11,31
2024-11-08,Hammarland,60.2167,19.75,1.9,53,6.3,154,0.5,1019.1,17,42
2024-11-08,Saltvik,60.2833,20.05,2.9,49,9.7,24,0.5,1016.3,14,33
2024-11-08,Geta,60.3833,19.85,0.5,53,5.1,118,0.4,1019.6,10,41
2024-11-08,Eckerö,60.2167,19.6167,1.9,57,3.2,188,0.3,1018.1,13,29
2024-11-08,Lemland,60.05,20.0167,2.2,56,9.5,334,0.4,1016.5,16,44
2024-11-08,Lumparland,60.1167,20.25,2.0,57,5.8,283,0.4,1020.3,14,33
2024-11-09,Mariehamn,60.0972,19.9348,8.8,77,2.5,334,0.5,1003.2,13,57
2024-11-09,Jomala,60.1,19.95,7.7,78,9.5,305,0.4,1005.6,7,51
2024-11-09,Finström,60.2167,19.95,6.7,78,4.4,233,0.5,1004.2,14,57
2024-11-09,Sund,60.25,20.2,5.5,81,7.3,294,0.5,1003.4,14,57
2024-11-09,Hammarland,60.2167,19.75,7.7,85,3.6,353,0.4,1003.9,12,56
2024-11-09,Saltvik,60.2833,20.05,7.9,76,5.5,287,0.4,1003.1,6,54
2024-11-09,Geta,60.3833,19.85,6.5,78,2.0,136,0.4,1005.4,9,61
2024-11-09,Eckerö,60.2167,19.6167,5.9,76,4.4,200,0.4,1003.9,12,70
2024-11-09,Lemland,60.05,20.0167,5.8,78,4.6,161,0.4,1004.8,8,70
2024-11-09,Lumparland,60.1167,20.25,5.4,76,2.7,171,0.5,1004.6,11,52
2024-11-10,Mariehamn,60.0972,19.9348,8.3,78,5.6,163,0.4,1021.7,5,73
2024-11-10,Jomala,60.1,19.95,10.4,70,5.3,149,0.4,1020.6,10,74
2024-11-10,Finström,60.2167,19.95,8.9,73,9.5,338,0.4,1020.8,7,67
2024-11-10,Sund,60.25,20.2,9.3,76,9.5,111,0.4,1021.4,8,60
2024-11-10,Hammarland,60.2167,19.75,9.5,74,3.6,241,0.4,1018.3,8,58
2024-11-10,Saltvik,60.2833,20.05,10.9,78,2.2,196,0.4,1018.5,7,65
2024-11-10,Geta,60.3833,19.85,10.9,74,9.2,272,0.4,1019.8,9,78
2024-11-10,Eckerö,60.2167,19.6167,9.5,79,6.8,359,0.4,1021.3,5,63
2024-11-10,Lemland,60.05,20.0167,11.1,74,9.6,63,0.4,1020.0,6,71
2024-11-10,Lumparland,60.1167,20.25,7.7,72,4.4,311,0.4,1021.5,10,76
2024-11-11,Mariehamn,60.0972,19.9348,6.9,62,9.4,260,0.3,1011.2,17,40
2024-11-11,Jomala,60.1,19.95,6.8,65,9.8,306,0.3,1011.6,8,29
2024-11-11,Finström,60.2167,19.95,8.3,61,6.4,272,0.3,1012.5,10,42
2024-11-11,Sund,60.25,20.2,8.8,65,7.5,300,0.3,1011.0,17,29
2024-11-11,Hammarland,60.2167,19.75,7.8,66,7.1,92,0.3,1012.8,15,37
2024-11-11,Saltvik,60.2833,20.05,8.6,64,2.4,21,0.4,1009.6,15,39
2024-11-11,Geta,60.3833,19.85,5.5,65,8.9,37,0.3,1009.9,12,41
2024-11-11,Eckerö,60.2167,19.6167,8.9,68,2.6,31,0.3,1012.1,11,42
2024-11-11,Lemland,60.05,20.0167,7.5,66,7.4,98,0.3,1009.9,9,39
2024-11-11,Lumparland,60.1167,20.25,5.1,66,5.5,301,0.3,1012.5,9,36
2024-11-12,Mariehamn,60.0972,19.9348,8.3,88,9.6,302,0.1,1011.6,5,68
2024-11-12,Jomala,60.1,19.95,9.9,85,3.5,87,0.1,1013.8,9,56
2024-11-12,Finström,60.2167,19.95,9.9,88,8.2,61,0.1,1014.1,7,58
2024-11-12,Sund,60.25,20.2,10.3,83,8.4,164,0.1,1013.6,8,65
2024-11-12,Hammarland,60.2167,19.75,10.8,82,6.4,145,0.1,1013.3,10,60
2024-11-12,Saltvik,60.2833,20.05,7.4,84,4.7,314,0.1,1013.3,11,61
2024-11-12,Geta,60.3833,19.85,9.5,85,6.8,217,0.1,1011.8,11,73
2024-11-12,Eckerö,60.2167,19.6167,8.2,88,3.6,139,0.1,1010.5,11,55
2024-11-12,Lemland,60.05,20.0167,11.2,90,3.3,9,0.1,1012.2,8,73
2024-11-12,Lumparland,60.1167,20.25,8.5,86,8.7,190,0.1,1014.3,7,58
2024-11-13,Mariehamn,60.0972,19.9348,8.1,72,8.0,348,0.4,1011.2,13,64
2024-11-13,Jomala,60.1,19.95,8.8,70,7.6,21,0.4,1010.6,13,70
2024-11-13,Finström,60.2167,19.95,7.3,71,7.7,170,0.4,1012.3,7,53
2024-11-13,Sund,60.25,20.2,8.6,67,4.1,261,0.4,1011.9,9,59
2024-11-13,Hammarland,60.2167,19.75,8.0,72,6.8,123,0.5,1013.6,6,60
2024-11-13,Saltvik,60.2833,20.05,9.5,75,5.8,28,0.4,1011.0,10,69
2024-11-13,Geta,60.3833,19.85,8.5,76,6.1,52,0.5,1012.5,9,57
2024-11-13,Eckerö,60.2167,19.6167,9.1,74,7.5,190,0.5,1012.1,6,67
2024-11-13,Lemland,60.05,20.0167,8.2,71,8.0,121,0.5,1011.5,14,63
2024-11-13,Lumparland,60.1167,20.25,9.1,68,2.1,268,0.5,1010.8,8,65
2024-11-14,Mariehamn,60.0972,19.9348,5.4,57,7.0,12,0.1,1003.7,12,44
2024-11-14,Jomala,60.1,19.95,8.5,49,4.7,119,0.1,1002.8,13,41
2024-11-14,Finström,60.2167,19.95,8.4,52,6.3,320,0.1,1001.7,8,40
2024-11-14,Sund,60.25,20.2,8.0,56,7.0,267,0.1,1001.9,12,48
2024-11-14,Hammarland,60.2167,19.75,7.5,51,5.9,304,0.1,1002.4,13,39
2024-11-14,Saltvik,60.2833,20.05,7.0,56,4.1,343,0.1,1003.2,16,46
2024-11-14,Geta,60.3833,19.85,5.8,58,5.4,87,0.1,1002.2,12,47
2024-11-14,Eckerö,60.2167,19.6167,7.5,56,3.3,2,0.1,1003.5,9,45
2024-11-14,Lemland,60.05,20.0167,7.2,57,4.4,250,0.1,1004.3,14,38
2024-11-14,Lumparland,60.1167,20.25,7.8,54,9.3,169,0.1,1003.5,12,46
2024-11-15,Mariehamn,60.0972,19.9348,6.3,69,3.1,340,5.7,1000.3,13,63
2024-11-15,Jomala,60.1,19.95,7.0,67,7.8,161,6.3,1000.9,11,62
2024-11-15,Finström,60.2167,19.95,7.0,65,5.9,316,6.8,1003.4,9,69
2024-11-15,Sund,60.25,20.2,7.1,68,7.6,130,6.7,1003.6,7,68
2024-11-15,Hammarland,60.2167,19.75,4.9,65,2.5,111,6.0,1001.3,8,72
2024-11-15,Saltvik,60.2833,20.05,6.7,68,8.2,225,7.3,1002.5,14,70
2024-11-15,Geta,60.3833,19.85,7.9,64,5.4,210,6.2,1002.6,5,78
2024-11-15,Eckerö,60.2167,19.6167,7.6,65,4.3,242,7.4,1003.1,6,69
2024-11-15,Lemland,60.05,20.0167,5.4,62,5.8,64,7.1,1002.9,15,69
2024-11-15,Lumparland,60.1167,20.25,7.4,65,6.8,76,6.2,1003.0,5,72
2024-11-16,Mariehamn,60.0972,19.9348,7.2,80,4.3,142,0.1,1000.8,6,75
2024-11-16,Jomala,60.1,19.95,7.1,81,9.7,247,0.1,1000.3,11,62
2024-11-16,Finström,60.2167,19.95,4.9,83,6.6,57,0.1,1000.2,5,60
2024-11-16,Sund,60.25,20.2,5.9,86,4.8,115,0.1,1002.3,5,58
2024-11-16,Hammarland,60.2167,19.75,6.2,81,8.9,162,0.1,1002.5,13,73
2024-11-16,Saltvik,60.2833,20.05,4.7,85,2.4,257,0.1,999.8,10,70
2024-11-16,Geta,60.3833,19.85,8.2,86,6.6,241,0.1,1000.1,5,76
2024-11-16,Eckerö,60.2167,19.6167,5.5,81,5.9,329,0.1,1002.8,5,72
2024-11-16,Lemland,60.05,20.0167,6.5,83,6.0,318,0.1,999.3,5,71
2024-11-16,Lumparland,60.1167,20.25,6.3,84,3.7,350,0.1,1000.9,8,72
2024-11-17,Mariehamn,60.0972,19.9348,10.7,66,4.9,49,0.5,1005.2,9,46
2024-11-17,Jomala,60.1,19.95,9.8,71,6.8,2,0.5,1006.1,12,44
2024-11-17,Finström,60.2167,19.95,9.7,64,9.5,264,0.5,1006.4,10,33
2024-11-17,Sund,60.25,20.2,8.1,66,6.0,57,0.4,1005.9,8,46
2024-11-17,Hammarland,60.2167,19.75,7.8,63,5.0,153,0.4,1004.6,14,32
2024-11-17,Saltvik,60.2833,20.05,9.3,64,9.5,14,0.4,1004.4,10,32
2024-11-17,Geta,60.3833,19.85,8.1,62,4.6,309,0.5,1003.2,15,38
2024-11-17,Eckerö,60.2167,19.6167,7.3,63,4.6,140,0.5,1004.5,10,35
2024-11-17,Lemland,60.05,20.0167,7.1,66,7.4,141,0.5,1006.0,16,47
2024-11-17,Lumparland,60.1167,20.25,7.6,68,7.7,119,0.5,1004.8,12,42
2024-11-18,Mariehamn,60.0972,19.9348,5.1,82,6.9,81,5.7,1009.0,5,65
2024-11-18,Jomala,60.1,19.95,6.1,85,3.8,261,5.2,1008.7,7,64
2024-11-18,Finström,60.2167,19.95,3.6,79,4.1,232,6.1,1010.8,6,72
2024-11-18,Sund,60.25,20.2,4.4,82,4.6,284,6.6,1010.6,5,66
2024-11-18,Hammarland,60.2167,19.75,3.6,84,8.5,13,7.4,1009.3,6,70
2024-11-18,Saltvik,60.2833,20.05,5.1,79,6.6,40,7.3,1009.6,5,67
2024-11-18,Geta,60.3833,19.85,5.1,86,5.7,12,6.5,1007.3,9,75
2024-11-18,Eckerö,60.2167,19.6167,4.2,87,8.7,236,7.3,1010.2,8,64
2024-11-18,Lemland,60.05,20.0167,4.6,84,2.6,73,7.2,1007.5,13,73
2024-11-18,Lumparland,60.1167,20.25,6.2,89,3.9,301,5.6,1010.1,7,70
2024-11-19,Mariehamn,60.0972,19.9348,5.0,74,5.6,202,0,1001.7,7,31
2024-11-19,Jomala,60.1,19.95,8.5,71,2.9,207,0,1004.2,8,34
2024-11-19,Finström,60.2167,19.95,8.3,66,8.4,141,0,1002.4,11,36
2024-11-19,Sund,60.25,20.2,6.0,72,3.7,77,0,1002.8,8,25
2024-11-19,Hammarland,60.2167,19.75,5.5,71,9.7,213,0,1005.3,13,40
2024-11-19,Saltvik,60.2833,20.05,6.1,70,4.3,189,0,1004.1,11,26
2024-11-19,Geta,60.3833,19.85,8.9,71,9.7,308,0,1001.9,7,30
2024-11-19,Eckerö,60.2167,19.6167,8.8,69,4.3,149,0,1001.9,14,21
2024-11-19,Lemland,60.05,20.0167,6.5,71,4.7,44,0,1002.1,10,36
2024-11-19,Lumparland,60.1167,20.25,8.4,73,3.1,203,0,1001.7,15,41
2024-11-20,Mariehamn,60.0972,19.9348,3.9,80,8.1,69,0.3,1003.7,6,32
2024-11-20,Jomala,60.1,19.95,5.2,87,2.4,119,0.3,1002.8,11,19
2024-11-20,Finström,60.2167,19.95,2.5,80,4.1,238,0.3,1006.4,9,26
2024-11-20,Sund,60.25,20.2,2.2,84,2.5,85,0.2,1003.3,6,23
2024-11-20,Hammarland,60.2167,19.75,3.2,84,5.2,165,0.3,1006.3,15,29
2024-11-20,Saltvik,60.2833,20.05,3.6,83,7.6,299,0.3,1005.3,9,27
2024-11-20,Geta,60.3833,19.85,2.0,82,3.1,98,0.3,1002.9,10,20
2024-11-20,Eckerö,60.2167,19.6167,1.9,80,9.9,284,0.3,1004.2,12,18
2024-11-20,Lemland,60.05,20.0167,3.7,84,8.8,245,0.3,1004.1,7,32
